sample_id	population	group
Arlee_06_23	Arlee	Hatchery_CRT
Arlee_06_24	Arlee	Hatchery_CRT
Arlee_08_02	Arlee	Hatchery_CRT
Arlee_08_07	Arlee	Hatchery_CRT
Arlee_08_08	Arlee	Hatchery_CRT
Arlee_08_09	Arlee	Hatchery_CRT
Arlee_08_11	Arlee	Hatchery_CRT
Arlee_08_13	Arlee	Hatchery_CRT
Arlee_08_14	Arlee	Hatchery_CRT
Arlee_08_16	Arlee	Hatchery_CRT
Arlee_08_18	Arlee	Hatchery_CRT
Arlee_08_20	Arlee	Hatchery_CRT
Arlee_BY21_01_1	Arlee	Hatchery_CRT
Arlee_BY21_01	Arlee	Hatchery_CRT
Arlee_BY21_02	Arlee	Hatchery_CRT
Arlee_BY21_03	Arlee	Hatchery_CRT
Arlee_BY21_04	Arlee	Hatchery_CRT
Arlee_BY21_05	Arlee	Hatchery_CRT
Arlee_BY21_06	Arlee	Hatchery_CRT
Arlee_BY21_07	Arlee	Hatchery_CRT
ArleeBY_21_07	Arlee	Hatchery_CRT
Arlee_BY21_08	Arlee	Hatchery_CRT
Arlee_BY21_09	Arlee	Hatchery_CRT
Arlee_BY21_10	Arlee	Hatchery_CRT
Arlee_BY21_13	Arlee	Hatchery_CRT
Arlee_BY21_15	Arlee	Hatchery_CRT
Arlee_BY21_17	Arlee	Hatchery_CRT
Arlee_BY21_18	Arlee	Hatchery_CRT
Arlee_BY21_19	Arlee	Hatchery_CRT
Arlee_BY21_20	Arlee	Hatchery_CRT
Arlee_BY21_21	Arlee	Hatchery_CRT
Arlee_BY21_22	Arlee	Hatchery_CRT
Arlee_BY21_23	Arlee	Hatchery_CRT
Arlee_BY21_24	Arlee	Hatchery_CRT
Arlee_BY21_25	Arlee	Hatchery_CRT
Arlee_BY21_27	Arlee	Hatchery_CRT
Arlee_BY21_29	Arlee	Hatchery_CRT
Arlee_BY21_30	Arlee	Hatchery_CRT
AT_AB_0228	Athabasca	Athabasca
AT_AT_0003	Athabasca	Athabasca
AT_BB_0001	Beaver	Hatchery_Unk
B10_21_17	Up_McLeod	Athabasca
BC1_23_01	Lo_McLeod	Athabasca
BC2_23_01	Lo_McLeod	Athabasca
BC2_23_02	Lo_McLeod	Athabasca
BC2_23_04	Lo_McLeod	Athabasca
BC3_23_01	Lo_McLeod	Athabasca
BC3_23_02	Lo_McLeod	Athabasca
BCC1_23_01	Lo_McLeod	Athabasca
BCC1_23_03	Lo_McLeod	Athabasca
Bear_17_184	Bear_17	Kootenai
Bear_17_200	Bear_17	Kootenai
Bear_17_201	Bear_17	Kootenai
Bear_17_202	Bear_17	Kootenai
Bear_17_203	Bear_17	Kootenai
Bear_17_205	Bear_17	Kootenai
Bear_17_208	Bear_17	Kootenai
Bear_17_209	Bear_17	Kootenai
Bear_17_210	Bear_17	Kootenai
Bear_21_002	Bear_21	Kootenai
Bear_21_003	Bear_21	Kootenai
Bear_21_005	Bear_21	Kootenai
Bear_21_006	Bear_21	Kootenai
Bear_21_007	Bear_21	Kootenai
Bear_21_008	Bear_21	Kootenai
Bear_21_009	Bear_21	Kootenai
Bear_21_010	Bear_21	Kootenai
Bear_21_011	Bear_21	Kootenai
Bear_21_013	Bear_21	Kootenai
Bear_21_016	Bear_21	Kootenai
Bear_21_019	Bear_21	Kootenai
Bear_21_021	Bear_21	Kootenai
Bear_21_022	Bear_21	Kootenai
Bear_21_023	Bear_21	Kootenai
Bear_21_024	Bear_21	Kootenai
Bear_21_026	Bear_21	Kootenai
Bear_21_027	Bear_21	Kootenai
Bear_21_028	Bear_21	Kootenai
Bear_21_029	Bear_21	Kootenai
Bear_21_030	Bear_21	Kootenai
Bear_21_031	Bear_21	Kootenai
Bear_21_032	Bear_21	Kootenai
Bear_21_033	Bear_21	Kootenai
Bear_21_034	Bear_21	Kootenai
Bear_21_035	Bear_21	Kootenai
Bear_21_036	Bear_21	Kootenai
Bear_21_037	Bear_21	Kootenai
Bear_21_038	Bear_21	Kootenai
Bear_21_039_1	Bear_21	Kootenai
Bear_21_039	Bear_21	Kootenai
Bear_21_042	Bear_21	Kootenai
Bear_21_043	Bear_21	Kootenai
Bear_21_044	Bear_21	Kootenai
Bear_21_045	Bear_21	Kootenai
Bear_21_046	Bear_21	Kootenai
Bear_21_047	Bear_21	Kootenai
Bear_21_048	Bear_21	Kootenai
Bear_21_049	Bear_21	Kootenai
Bear_21_050	Bear_21	Kootenai
Bear_21_051	Bear_21	Kootenai
Bear_21_052	Bear_21	Kootenai
Bear_21_053	Bear_21	Kootenai
Bear_21_054	Bear_21	Kootenai
Bear_21_055	Bear_21	Kootenai
Bear_21_057	Bear_21	Kootenai
Bear_21_061	Bear_21	Kootenai
Bear_21_062	Bear_21	Kootenai
Bear_21_063	Bear_21	Kootenai
Bear_21_064	Bear_21	Kootenai
Bear_21_065	Bear_21	Kootenai
Bear_21_066	Bear_21	Kootenai
Bear_21_067	Bear_21	Kootenai
Bear_21_069	Bear_21	Kootenai
Bear_21_070	Bear_21	Kootenai
Bear_21_072	Bear_21	Kootenai
Bear_21_073	Bear_21	Kootenai
Bear_21_074	Bear_21	Kootenai
Bear_21_076	Bear_21	Kootenai
Bear_21_077	Bear_21	Kootenai
Bear_21_078	Bear_21	Kootenai
Bear_21_079	Bear_21	Kootenai
Bear_21_081	Bear_21	Kootenai
Bear_21_083	Bear_21	Kootenai
Bear_21_084	Bear_21	Kootenai
Bear_21_087	Bear_21	Kootenai
Bear_21_088	Bear_21	Kootenai
Bear_21_091	Bear_21	Kootenai
Bear_21_094	Bear_21	Kootenai
Bear_21_095	Bear_21	Kootenai
Bear_21_097	Bear_21	Kootenai
Bear_21_098	Bear_21	Kootenai
Bear_21_099	Bear_21	Kootenai
Bear_21_100	Bear_21	Kootenai
Bear_24_001	Bear_24	Kootenai
Bear_24_002_1	Bear_24	Kootenai
Bear_24_002	Bear_24	Kootenai
Bear_24_003	Bear_24	Kootenai
Bear_24_004	Bear_24	Kootenai
Bear_24_005	Bear_24	Kootenai
Bear_24_007	Bear_24	Kootenai
Bear_24_008	Bear_24	Kootenai
Bear_24_009	Bear_24	Kootenai
Bear_24_012	Bear_24	Kootenai
Bear_24_013	Bear_24	Kootenai
Bear_24_014	Bear_24	Kootenai
Bear_24_015	Bear_24	Kootenai
Bear_24_016	Bear_24	Kootenai
Bear_24_017	Bear_24	Kootenai
Bear_24_018	Bear_24	Kootenai
Bear_24_019	Bear_24	Kootenai
Bear_24_020	Bear_24	Kootenai
Bear_24_021	Bear_24	Kootenai
Bear_24_022	Bear_24	Kootenai
Bear_24_023	Bear_24	Kootenai
Bear_24_024	Bear_24	Kootenai
Bear_24_025	Bear_24	Kootenai
Bear_24_027	Bear_24	Kootenai
Bear_24_028	Bear_24	Kootenai
Bear_24_029	Bear_24	Kootenai
Bear_24_030	Bear_24	Kootenai
Bear_24_031_1	Bear_24	Kootenai
Bear_24_031	Bear_24	Kootenai
Bear_24_032_1	Bear_24	Kootenai
Bear_24_032	Bear_24	Kootenai
Bear_24_033_1	Bear_24	Kootenai
Bear_24_033	Bear_24	Kootenai
Bear_24_034_1	Bear_24	Kootenai
Bear_24_034	Bear_24	Kootenai
Bear_24_035_1	Bear_24	Kootenai
Bear_24_035	Bear_24	Kootenai
Bear_24_036_1	Bear_24	Kootenai
Bear_24_036	Bear_24	Kootenai
Bear_24_037_1	Bear_24	Kootenai
Bear_24_037	Bear_24	Kootenai
Bear_24_038_1	Bear_24	Kootenai
Bear_24_038	Bear_24	Kootenai
Bear_24_039	Bear_24	Kootenai
Bear_24_040	Bear_24	Kootenai
Bear_24_041	Bear_24	Kootenai
Bear_24_042	Bear_24	Kootenai
Bear_24_043	Bear_24	Kootenai
Bear_24_044	Bear_24	Kootenai
Bear_24_045	Bear_24	Kootenai
Bear_24_046	Bear_24	Kootenai
Bear_24_047	Bear_24	Kootenai
Bear_24_048	Bear_24	Kootenai
Bear_24_049	Bear_24	Kootenai
Bear_24_050	Bear_24	Kootenai
Bear_24_051	Bear_24	Kootenai
Bear_24_052	Bear_24	Kootenai
Bear_24_053	Bear_24	Kootenai
Bear_24_054	Bear_24	Kootenai
Bear_24_056	Bear_24	Kootenai
Bear_24_057	Bear_24	Kootenai
Bear_24_058	Bear_24	Kootenai
Bear_24_059	Bear_24	Kootenai
Bear_24_060	Bear_24	Kootenai
Bear_24_061	Bear_24	Kootenai
Bear_24_062	Bear_24	Kootenai
Bear_24_063	Bear_24	Kootenai
Bear_24_064	Bear_24	Kootenai
Bear_24_065	Bear_24	Kootenai
Bear_24_066	Bear_24	Kootenai
Bear_24_067	Bear_24	Kootenai
Bear_24_068	Bear_24	Kootenai
Bear_24_069	Bear_24	Kootenai
Bear_24_070	Bear_24	Kootenai
Bear_24_071	Bear_24	Kootenai
Bear_24_072	Bear_24	Kootenai
Bear_24_073	Bear_24	Kootenai
Bear_24_074	Bear_24	Kootenai
Bear_24_075	Bear_24	Kootenai
Bear_24_076	Bear_24	Kootenai
Bear_24_077	Bear_24	Kootenai
Bear_24_078	Bear_24	Kootenai
Bear_24_079	Bear_24	Kootenai
Bear_24_080	Bear_24	Kootenai
Bear_24_081	Bear_24	Kootenai
Bear_24_082	Bear_24	Kootenai
Bear_24_083	Bear_24	Kootenai
Bear_24_084	Bear_24	Kootenai
Bear_24_086	Bear_24	Kootenai
Bear_24_087	Bear_24	Kootenai
Bear_24_088	Bear_24	Kootenai
Bear_24_089	Bear_24	Kootenai
Bear_24_090	Bear_24	Kootenai
Bear_24_091	Bear_24	Kootenai
Bear_24_092	Bear_24	Kootenai
Bear_24_093	Bear_24	Kootenai
Bear_24_094	Bear_24	Kootenai
Bear_24_095	Bear_24	Kootenai
Bear_24_096	Bear_24	Kootenai
Bear_24_097	Bear_24	Kootenai
Bear_24_098	Bear_24	Kootenai
Bear_24_100	Bear_24	Kootenai
Bear_24_101	Bear_24	Kootenai
Bear_24_102	Bear_24	Kootenai
Bear_24_105	Bear_24	Kootenai
BearCreek_20_001	Bear_20	Kootenai
BearCreek_20_002	Bear_20	Kootenai
BearCreek_20_003	Bear_20	Kootenai
BearCreek_20_004	Bear_20	Kootenai
BearCreek_20_006	Bear_20	Kootenai
BearCreek_20_007	Bear_20	Kootenai
BearCreek_20_008	Bear_20	Kootenai
BearCreek_20_009	Bear_20	Kootenai
BearCreek_20_011	Bear_20	Kootenai
BearCreek_20_012	Bear_20	Kootenai
BearCreek_20_014	Bear_20	Kootenai
BearCreek_20_015	Bear_20	Kootenai
BearCreek_20_016	Bear_20	Kootenai
BearCreek_20_017	Bear_20	Kootenai
BearCreek_20_018	Bear_20	Kootenai
BearCreek_20_019	Bear_20	Kootenai
BearCreek_20_020	Bear_20	Kootenai
BearCreek_20_021	Bear_20	Kootenai
BearCreek_20_023	Bear_20	Kootenai
BearCreek_20_024	Bear_20	Kootenai
BearCreek_20_025	Bear_20	Kootenai
BearCreek_20_026	Bear_20	Kootenai
BearCreek_20_027	Bear_20	Kootenai
BearCreek_20_029	Bear_20	Kootenai
BearCreek_20_030	Bear_20	Kootenai
BearCreek_20_031	Bear_20	Kootenai
BearCreek_20_032	Bear_20	Kootenai
BearCreek_20_033	Bear_20	Kootenai
BearCreek_20_034	Bear_20	Kootenai
BearCreek_20_035	Bear_20	Kootenai
BearCreek_20_036	Bear_20	Kootenai
BearCreek_20_037	Bear_20	Kootenai
BearCreek_20_038	Bear_20	Kootenai
BearCreek_20_039	Bear_20	Kootenai
BearCreek_20_041	Bear_20	Kootenai
BearCreek_20_042	Bear_20	Kootenai
BearCreek_20_047	Bear_20	Kootenai
BearCreek_20_048	Bear_20	Kootenai
BearCreek_20_050	Bear_20	Kootenai
BearCreek_20_051	Bear_20	Kootenai
BearCreek_20_052	Bear_20	Kootenai
BearCreek_20_053	Bear_20	Kootenai
BearCreek_20_054	Bear_20	Kootenai
BearCreek_20_055	Bear_20	Kootenai
BearCreek_20_056	Bear_20	Kootenai
BearCreek_20_057	Bear_20	Kootenai
BearCreek_20_058	Bear_20	Kootenai
BearCreek_20_059	Bear_20	Kootenai
BearCreek_20_061	Bear_20	Kootenai
BearCreek_20_062	Bear_20	Kootenai
BearCreek_20_063	Bear_20	Kootenai
BearCreek_20_066	Bear_20	Kootenai
BearCreek_20_067	Bear_20	Kootenai
BearCreek_20_068	Bear_20	Kootenai
BearCreek_20_069	Bear_20	Kootenai
BearCreek_20_071	Bear_20	Kootenai
BearCreek_20_072	Bear_20	Kootenai
BearCreek_20_073	Bear_20	Kootenai
BearCreek_20_074	Bear_20	Kootenai
BearCreek_20_075	Bear_20	Kootenai
BearCreek_20_076	Bear_20	Kootenai
BearCreek_20_077	Bear_20	Kootenai
BearCreek_20_078	Bear_20	Kootenai
BearCreek_20_079	Bear_20	Kootenai
BearCreek_20_081	Bear_20	Kootenai
BearCreek_20_082	Bear_20	Kootenai
BearCreek_20_083	Bear_20	Kootenai
BearCreek_20_085	Bear_20	Kootenai
BearCreek_20_087	Bear_20	Kootenai
BearCreek_20_089	Bear_20	Kootenai
BearCreek_20_090	Bear_20	Kootenai
BearCreek_20_093	Bear_20	Kootenai
BearCreek_20_094	Bear_20	Kootenai
BearCreek_20_096	Bear_20	Kootenai
BearCreek_20_097	Bear_20	Kootenai
BearCreek_20_100	Bear_20	Kootenai
BearUp_22_01	Up_Bear_22	Kootenai
BearUp_22_02_1	Up_Bear_22	Kootenai
BearUp_22_02	Up_Bear_22	Kootenai
BearUp_22_03	Up_Bear_22	Kootenai
BearUp_22_04	Up_Bear_22	Kootenai
BearUp_22_05	Up_Bear_22	Kootenai
BearUp_22_06	Up_Bear_22	Kootenai
BearUp_22_07	Up_Bear_22	Kootenai
BearUp_22_08	Up_Bear_22	Kootenai
BearUp_22_09	Up_Bear_22	Kootenai
BearUp_22_100	Up_Bear_22	Kootenai
BearUp_22_101	Up_Bear_22	Kootenai
BearUp_22_103	Up_Bear_22	Kootenai
BearUp_22_105	Up_Bear_22	Kootenai
BearUp_22_106	Up_Bear_22	Kootenai
BearUp_22_107	Up_Bear_22	Kootenai
BearUp_22_108	Up_Bear_22	Kootenai
BearUp_22_109	Up_Bear_22	Kootenai
BearUp_22_10	Up_Bear_22	Kootenai
BearUp_22_110	Up_Bear_22	Kootenai
BearUp_22_111	Up_Bear_22	Kootenai
BearUp_22_112	Up_Bear_22	Kootenai
BearUp_22_113	Up_Bear_22	Kootenai
BearUp_22_114	Up_Bear_22	Kootenai
BearUp_22_115	Up_Bear_22	Kootenai
BearUp_22_116	Up_Bear_22	Kootenai
BearUp_22_117	Up_Bear_22	Kootenai
BearUp_22_118	Up_Bear_22	Kootenai
BearUp_22_119	Up_Bear_22	Kootenai
BearUp_22_11	Up_Bear_22	Kootenai
BearUp_22_120	Up_Bear_22	Kootenai
BearUp_22_121	Up_Bear_22	Kootenai
BearUp_22_12	Up_Bear_22	Kootenai
BearUp_22_13	Up_Bear_22	Kootenai
BearUp_22_14	Up_Bear_22	Kootenai
BearUp_22_15	Up_Bear_22	Kootenai
BearUp_22_16	Up_Bear_22	Kootenai
BearUp_22_17	Up_Bear_22	Kootenai
BearUp_22_18	Up_Bear_22	Kootenai
BearUp_22_19	Up_Bear_22	Kootenai
BearUp_22_20	Up_Bear_22	Kootenai
BearUp_22_21	Up_Bear_22	Kootenai
BearUp_22_22	Up_Bear_22	Kootenai
BearUp_22_23	Up_Bear_22	Kootenai
BearUp_22_24	Up_Bear_22	Kootenai
BearUp_22_25	Up_Bear_22	Kootenai
BearUp_22_26	Up_Bear_22	Kootenai
BearUp_22_27	Up_Bear_22	Kootenai
BearUp_22_28	Up_Bear_22	Kootenai
BearUp_22_29	Up_Bear_22	Kootenai
BearUp_22_30	Up_Bear_22	Kootenai
BearUp_22_31	Up_Bear_22	Kootenai
BearUp_22_32	Up_Bear_22	Kootenai
BearUp_22_33	Up_Bear_22	Kootenai
BearUp_22_34	Up_Bear_22	Kootenai
BearUp_22_35	Up_Bear_22	Kootenai
BearUp_22_36	Up_Bear_22	Kootenai
BearUp_22_37	Up_Bear_22	Kootenai
BearUp_22_39	Up_Bear_22	Kootenai
BearUp_22_41	Up_Bear_22	Kootenai
BearUp_22_44	Up_Bear_22	Kootenai
BearUp_22_45	Up_Bear_22	Kootenai
BearUp_22_46	Up_Bear_22	Kootenai
BearUp_22_47	Up_Bear_22	Kootenai
BearUp_22_48	Up_Bear_22	Kootenai
BearUp_22_49	Up_Bear_22	Kootenai
BearUp_22_50	Up_Bear_22	Kootenai
BearUp_22_51	Up_Bear_22	Kootenai
BearUp_22_52	Up_Bear_22	Kootenai
BearUp_22_54	Up_Bear_22	Kootenai
BearUp_22_55	Up_Bear_22	Kootenai
BearUp_22_56	Up_Bear_22	Kootenai
BearUp_22_59	Up_Bear_22	Kootenai
BearUp_22_60	Up_Bear_22	Kootenai
BearUp_22_62	Up_Bear_22	Kootenai
BearUp_22_63	Up_Bear_22	Kootenai
BearUp_22_64	Up_Bear_22	Kootenai
BearUp_22_65	Up_Bear_22	Kootenai
BearUp_22_66	Up_Bear_22	Kootenai
BearUp_22_67	Up_Bear_22	Kootenai
BearUp_22_68	Up_Bear_22	Kootenai
BearUp_22_69	Up_Bear_22	Kootenai
BearUp_22_70	Up_Bear_22	Kootenai
BearUp_22_71	Up_Bear_22	Kootenai
BearUp_22_72	Up_Bear_22	Kootenai
BearUp_22_73	Up_Bear_22	Kootenai
BearUp_22_74	Up_Bear_22	Kootenai
BearUp_22_75	Up_Bear_22	Kootenai
BearUp_22_77	Up_Bear_22	Kootenai
BearUp_22_78	Up_Bear_22	Kootenai
BearUp_22_80	Up_Bear_22	Kootenai
BearUp_22_81	Up_Bear_22	Kootenai
BearUp_22_82	Up_Bear_22	Kootenai
BearUp_22_83	Up_Bear_22	Kootenai
BearUp_22_84	Up_Bear_22	Kootenai
BearUp_22_85	Up_Bear_22	Kootenai
BearUp_22_86	Up_Bear_22	Kootenai
BearUp_22_87	Up_Bear_22	Kootenai
BearUp_22_88	Up_Bear_22	Kootenai
BearUp_22_89	Up_Bear_22	Kootenai
BearUp_22_90	Up_Bear_22	Kootenai
BearUp_22_91	Up_Bear_22	Kootenai
BearUp_22_93	Up_Bear_22	Kootenai
BearUp_22_94	Up_Bear_22	Kootenai
BearUp_22_95	Up_Bear_22	Kootenai
BearUp_22_96	Up_Bear_22	Kootenai
BearUp_22_97	Up_Bear_22	Kootenai
BearUp_22_98	Up_Bear_22	Kootenai
BearUp_22_99	Up_Bear_22	Kootenai
Bobtail_11_232	Bobtail	Kootenai
Bobtail_11_240	Bobtail	Kootenai
BULL1_07_06_1	Lo_Bull_R	Up_Kootenai
BULL1_07_06	Lo_Bull_R	Up_Kootenai
BULL1_07_10_1	Lo_Bull_R	Up_Kootenai
BULL1_07_10	Lo_Bull_R	Up_Kootenai
BULL1_07_19	Lo_Bull_R	Up_Kootenai
Cable_17_421	Cable	Kootenai
Cable_17_422	Cable	Kootenai
Cable_17_423	Cable	Kootenai
Cable_17_424	Cable	Kootenai
Cable_17_425	Cable	Kootenai
Cable_17_435	Cable	Kootenai
Cable_17_436	Cable	Kootenai
Cable_17_438	Cable	Kootenai
Cable_17_439	Cable	Kootenai
Cable_17_441	Cable	Kootenai
Cable_17_443	Cable	Kootenai
Callahan17_063	Callahan	Kootenai
CallahanNF_22_02	NF_Callahan	Kootenai
CallahanNF_22_04	NF_Callahan	Kootenai
CallahanNF_22_06	NF_Callahan	Kootenai
CallahanNF_22_07	NF_Callahan	Kootenai
CallahanNF_22_08	NF_Callahan	Kootenai
CallahanNF_22_10	NF_Callahan	Kootenai
CallahanNF_22_11	NF_Callahan	Kootenai
CallahanNF_22_12	NF_Callahan	Kootenai
CallahanNF_22_13	NF_Callahan	Kootenai
CallahanNF_22_14	NF_Callahan	Kootenai
CallahanNF_22_15	NF_Callahan	Kootenai
CallahanNF_22_16	NF_Callahan	Kootenai
CallahanNF_22_17	NF_Callahan	Kootenai
CallahanNF_22_18	NF_Callahan	Kootenai
CallahanNF_22_19	NF_Callahan	Kootenai
CallahanNF_22_20	NF_Callahan	Kootenai
CallahanNF_22_21	NF_Callahan	Kootenai
CallahanNF_22_23	NF_Callahan	Kootenai
CallahanNF_22_24	NF_Callahan	Kootenai
CallahanNF_22_25	NF_Callahan	Kootenai
CallahanNF_22_26	NF_Callahan	Kootenai
CallahanNF_22_27	NF_Callahan	Kootenai
CallahanNF_22_28	NF_Callahan	Kootenai
CallahanNF_22_29	NF_Callahan	Kootenai
CallahanNF_22_30	NF_Callahan	Kootenai
CallahanSF_22_01	SF_Callahan	Kootenai
CallahanSF_22_02_1	SF_Callahan	Kootenai
CallahanSF_22_02	SF_Callahan	Kootenai
CallahanSF_22_03	SF_Callahan	Kootenai
CallahanSF_22_04	SF_Callahan	Kootenai
CallahanSF_22_05	SF_Callahan	Kootenai
CallahanSF_22_06	SF_Callahan	Kootenai
CallahanSF_22_07	SF_Callahan	Kootenai
CallahanSF_22_08	SF_Callahan	Kootenai
CallahanSF_22_09	SF_Callahan	Kootenai
CallahanSF_22_10	SF_Callahan	Kootenai
CallahanSF_22_11	SF_Callahan	Kootenai
CallahanSF_22_12	SF_Callahan	Kootenai
CallahanSF_22_13	SF_Callahan	Kootenai
CallahanSF_22_14	SF_Callahan	Kootenai
CallahanSF_22_15	SF_Callahan	Kootenai
CallahanSF_22_16	SF_Callahan	Kootenai
CallahanSF_22_17	SF_Callahan	Kootenai
CallahanSF_22_18	SF_Callahan	Kootenai
CallahanSF_22_19	SF_Callahan	Kootenai
CallahanSF_22_20	SF_Callahan	Kootenai
CallahanSF_22_21	SF_Callahan	Kootenai
CallahanSF_22_23	SF_Callahan	Kootenai
CallahanSF_22_24	SF_Callahan	Kootenai
CallahanSF_22_25	SF_Callahan	Kootenai
CallahanSF_22_26	SF_Callahan	Kootenai
CallahanSF_22_27_1	SF_Callahan	Kootenai
CallahanSF_22_27	SF_Callahan	Kootenai
CallahanSF_22_28	SF_Callahan	Kootenai
CallahanSF_22_29	SF_Callahan	Kootenai
CallahanSF_22_30	SF_Callahan	Kootenai
CedarCreek_20_002	Cedar	Kootenai
CedarCreek_20_003	Cedar	Kootenai
CedarCreek_20_005	Cedar	Kootenai
CedarCreek_20_006	Cedar	Kootenai
CedarCreek_20_007	Cedar	Kootenai
CedarCreek_20_008	Cedar	Kootenai
CedarCreek_20_009	Cedar	Kootenai
CedarCreek_20_010	Cedar	Kootenai
CedarCreek_20_011	Cedar	Kootenai
CedarCreek_20_012	Cedar	Kootenai
CedarCreek_20_013	Cedar	Kootenai
CedarCreek_20_015	Cedar	Kootenai
CedarCreek_20_016	Cedar	Kootenai
CedarCreek_20_017	Cedar	Kootenai
CedarCreek_20_019	Cedar	Kootenai
CedarCreek_20_020	Cedar	Kootenai
CedarCreek_20_021	Cedar	Kootenai
CedarCreek_20_022	Cedar	Kootenai
CedarCreek_20_023	Cedar	Kootenai
CedarCreek_20_024	Cedar	Kootenai
CedarCreek_20_025	Cedar	Kootenai
CedarCreek_20_026	Cedar	Kootenai
CedarCreek_20_028	Cedar	Kootenai
CedarCreek_20_030	Cedar	Kootenai
CedarCreek_20_031	Cedar	Kootenai
CedarCreek_20_032	Cedar	Kootenai
CedarCreek_20_033	Cedar	Kootenai
CedarCreek_20_034	Cedar	Kootenai
CedarCreek_20_035	Cedar	Kootenai
CedarCreek_20_036	Cedar	Kootenai
CedarCreek_20_037	Cedar	Kootenai
CedarCreek_20_038	Cedar	Kootenai
CedarCreek_20_039	Cedar	Kootenai
CedarCreek_20_040	Cedar	Kootenai
CedarCreek_20_041	Cedar	Kootenai
CedarCreek_20_042	Cedar	Kootenai
CedarCreek_20_043	Cedar	Kootenai
CedarCreek_20_044	Cedar	Kootenai
CedarCreek_20_045	Cedar	Kootenai
CedarCreek_20_046	Cedar	Kootenai
CedarCreek_20_047	Cedar	Kootenai
CedarCreek_20_048	Cedar	Kootenai
CedarCreek_20_049	Cedar	Kootenai
CedarCreek_20_050	Cedar	Kootenai
CedarCreek_20_051	Cedar	Kootenai
CedarCreek_20_052	Cedar	Kootenai
CedarCreek_20_053	Cedar	Kootenai
CedarCreek_20_054	Cedar	Kootenai
CedarCreek_20_055	Cedar	Kootenai
CedarCreek_20_056	Cedar	Kootenai
CedarCreek_20_058	Cedar	Kootenai
CedarCreek_20_059	Cedar	Kootenai
CedarCreek_20_060	Cedar	Kootenai
CedarCreek_20_061	Cedar	Kootenai
CedarCreek_20_062	Cedar	Kootenai
CedarCreek_20_063	Cedar	Kootenai
CedarCreek_20_064	Cedar	Kootenai
CedarCreek_20_065	Cedar	Kootenai
CedarCreek_20_066	Cedar	Kootenai
CedarCreek_20_067	Cedar	Kootenai
CedarCreek_20_068	Cedar	Kootenai
CedarCreek_20_069	Cedar	Kootenai
CedarCreek_20_070	Cedar	Kootenai
CedarCreek_20_071	Cedar	Kootenai
CedarCreek_20_072	Cedar	Kootenai
CedarCreek_20_073	Cedar	Kootenai
CedarCreek_20_074	Cedar	Kootenai
CedarCreek_20_075	Cedar	Kootenai
CedarCreek_20_076	Cedar	Kootenai
