ARD_20_03	CRT_RR
ARD_20_22	CRT_RR
ELD_21_01	CRT_RR
ELD_21_02	CRT_RR
ELD_21_12	CRT_RR
ELD_21_13	CRT_RR
ELD_21_14	CRT_RR
ELD_21_15	CRT_RR
ELD_21_16	CRT_RR
ELD_21_17	CRT_RR
ELD_21_20	CRT_RR
ELD_21_21	CRT_RR
ELD_21_22	CRT_RR
ELD_21_26	CRT_RR
ELD_21_27	CRT_RR
ELD_21_29	CRT_RR
GSH_22_02	CRT_RR
GSH_22_05	CRT_RR
GSH_22_11	CRT_RR
GSH_22_12	CRT_RR
GSH_22_13	CRT_RR
GSH_22_14	CRT_RR
GSH_22_19	CRT_RR
GSH_22_20	CRT_RR
GSH_22_24	CRT_RR
GSH_22_25	CRT_RR
GSH_22_30	CRT_RR
GSH_22_32	CRT_RR
GSH_22_34	CRT_RR
GSH_22_35	CRT_RR
RBT10	CRT_RR
