Sample_ID	CRT	IRT	RBT	WCT	YCT
CedarCreek_20_047	0.733717574	0.266219963	0.999937537	0	0.0000625
CedarCreek_20_048	0.7176305	0.278135674	0.995766174	0	0.004233826
CedarCreek_20_049	0.735066963	0.263313294	0.998380257	0	0.001619743
CedarCreek_20_050	0.699376709	0.299421926	0.998798635	0	0.001201365
CedarCreek_20_051	0.728334984	0.270198044	0.998533027	0	0.001466973
CedarCreek_20_052	0.656755564	0.342301176	0.99905674	0.00094326	0
CedarCreek_20_053	0.717997741	0.281534683	0.999532424	0	0.000467576
CedarCreek_20_054	0.729284137	0.269970099	0.999254236	0	0.000745764
CedarCreek_20_055	0.733076473	0.266795692	0.999872165	0	0.000127835
CedarCreek_20_056	0.701606176	0.297709041	0.999315217	0	0.000684783
CedarCreek_20_057	0.707639758	0.279306567	0.986946325	0.000268494	0.012785181
CedarCreek_20_058	0.706426771	0.284031256	0.990458028	0	0.009541972
CedarCreek_20_059	0.742764138	0.255037119	0.997801257	0	0.002198743
CedarCreek_20_060	0.725713193	0.270456417	0.996169609	0	0.003830391
CedarCreek_20_061	0.375990735	0.621766305	0.99775704	0.001485813	0.000757146
CedarCreek_20_062	0.720455265	0.279400334	0.999855599	0.000144401	0
CedarCreek_20_063	0.505000777	0.490952775	0.995953552	0.000248832	0.003797616
CedarCreek_20_064	0.609720517	0.389323583	0.9990441	0.000045	0.000910942
CedarCreek_20_065	0.488350706	0.51108417	0.999434876	0.000565124	0
CedarCreek_20_066	0.486892122	0.50851847	0.995410592	0.000554435	0.004034973
CedarCreek_20_067	0.507925945	0.491157974	0.999083919	0.000916081	0
CedarCreek_20_068	0.453645571	0.541607922	0.995253493	0.000942157	0.00380435
CedarCreek_20_069	0.546868824	0.447890979	0.994759804	0.000686333	0.004553863
CedarCreek_20_070	0.496238449	0.502569519	0.998807968	0.0004971	0.000694932
CedarCreek_20_071	0.549190843	0.449975093	0.999165936	0.000834064	0
CedarCreek_20_072	0.449305649	0.550176266	0.999481915	0.000518085	0
CedarCreek_20_073	0.705675364	0.293445155	0.999120519	0	0.000879481
CedarCreek_20_074	0.650957705	0.348654626	0.999612331	0.000352503	0.0000352
CedarCreek_20_075	0.625768161	0.373734885	0.999503046	0.000496954	0
CedarCreek_20_076	0.587503396	0.406912224	0.99441562	0	0.00558438
CedarCreek_20_077	0.543992645	0.450121058	0.994113702	0.00066446	0.005221837
CedarCreek_20_078	0.610589259	0.384584529	0.995173788	0.000408267	0.004417945
CedarCreek_20_079	0.483266079	0.513651917	0.996917996	0.000580936	0.002501068
CedarCreek_20_080	0.600830327	0.398278923	0.99910925	0.000705084	0.000185666
CedarCreek_20_081	0.486895588	0.512182636	0.999078224	0.000761354	0.000160423
CedarCreek_20_082	0.508046454	0.489227347	0.997273802	0.000829522	0.001896676
CedarCreek_20_083	0.685603613	0.312589537	0.998193151	0	0.001806849
CedarCreek_20_084	0.451133828	0.545525926	0.996659754	0.000503016	0.00283723
CedarCreek_20_085	0.537457966	0.458426073	0.995884039	0.000203694	0.003912267
CedarCreek_20_086	0.560122677	0.434831019	0.994953696	0.000854343	0.004191961
CedarCreek_20_087	0.436611511	0.556282318	0.992893829	0.000535743	0.006570427
CedarCreek_20_088	0.619809031	0.376853979	0.99666301	0.000497188	0.002839802
CedarCreek_20_089	0.570477045	0.428583259	0.999060305	0.00056009	0.000379606
CedarCreek_20_090	0.570989326	0.426324637	0.997313963	0	0.002686037
CedarCreek_20_091	0.420466202	0.577580109	0.998046311	0.001953689	0
CedarCreek_20_092	0.22115254	0.771744942	0.992897482	0.005207466	0.001895052
CedarCreek_20_093	0.354729064	0.638700144	0.993429209	0.001413504	0.005157287
CedarCreek_20_094	0.344735026	0.649884736	0.994619763	0.005380237	0
CedarCreek_20_094_R	0.344819899	0.649945845	0.994765744	0.005201577	0.0000327
CedarCreek_20_095	0.278133369	0.718565596	0.996698965	0.003285523	0.0000155
CedarCreek_20_096	0.303620481	0.694816462	0.998436943	0.001563057	0
CedarCreek_20_097	0.29709226	0.700525703	0.997617963	0.002329747	0.0000523
CedarCreek_20_098	0.308456853	0.683519732	0.991976585	0.006122195	0.00190122
CedarCreek_20_099	0.306727544	0.690857522	0.997585066	0.002414934	0
CedarCreek_20_100	0.402765166	0.5944336	0.997198767	0.002801233	0
CedarCreek_20_101	0.269586446	0.727538994	0.99712544	0.00287456	0
CedarCreek_20_102	0.331436578	0.664031509	0.995468087	0.00437301	0.000158903
CedarCreek_20_103	0.415232179	0.579438264	0.994670444	0.005329556	0
CedarCreek_20_104	0.342540418	0.653206166	0.995746584	0.004107484	0.000145932
CedarCreek_20_105	0.384784496	0.611873248	0.996657743	0.003342257	0
CedarCreek_20_106	0.486230277	0.513034031	0.999264308	0.000225167	0.000510525
CedarCreek_20_107	0.347916638	0.647451285	0.995367922	0.004632078	0
CedarCreek_20_108	0.295133636	0.701252783	0.99638642	0.00361358	0
CedarCreek_20_109	0.43043419	0.566340302	0.996774492	0.003225508	0
CedarCreek_20_110	0.301843581	0.69421906	0.996062641	0.002102063	0.001835297
CedarCreek_20_111	0.343757129	0.648590677	0.992347806	0.007652194	0
CedarCreek_20_112	0.403691357	0.591882537	0.995573894	0.004426106	0
CedarCreek_20_113	0.309335484	0.685635022	0.994970506	0.004886049	0.000143445
CedarCreek_20_114	0.294816467	0.702972021	0.997788487	0.002211513	0
CedarCreek_20_115	0.342015855	0.656920846	0.998936701	0.001063299	0
CedarCreek_20_116	0.424953228	0.570635022	0.99558825	0.00441175	0
CedarCreek_20_117	0.357905575	0.639529785	0.997435361	0.002564639	0
CedarCreek_20_118	0.318830635	0.679865228	0.998695863	0.001291881	0.0000123
CedarCreek_20_119	0.410021657	0.584034367	0.994056024	0.003939757	0.002004219
CedarCreek_20_120	0.307890045	0.687403986	0.995294031	0.001800133	0.002905835
CFE_20_03	0.891362849	0.092855839	0.984218689	0.008530895	0.007250417
CFE_20_15	0.909955729	0.086626106	0.996581834	0.003418166	0
CFE_20_20	0.900919431	0.085719114	0.986638545	0.013361455	0
CFE_20_21	0.934181498	0.055663543	0.989845041	0.010154959	0
CFE_20_27	0.943048359	0.053443541	0.996491901	0.003508099	0
CH_19_1130	0.165953606	0.834024021	0.999977627	0.0000223	3.11E-08
CHA41_22_03	0.121030899	0.878934466	0.999965365	0.0000346	0
CHA41_22_08	0.209893715	0.789958472	0.999852186	0.000147814	0
CHA41_22_09	0.157239409	0.842760591	1	0	0
CHA41_22_10	0.1524735	0.8475265	1	0	0
Chippy_20_542	0.220824104	0.018107807	0.23893191	0.76106809	0
Chippy_20_573	0.514181022	0.05298142	0.567162441	0.432290829	0.00054673
Chippy_20_577	0.248886199	0.021283107	0.270169306	0.729830694	0
Chippy_20_596	0.196334801	0.022346973	0.218681774	0.780378338	0.000939887
CO_18_0710	0.114536804	0.885463196	1	0	0
CO_19_1124	0.157386731	0.842568836	0.999955566	0.0000444	0
CodyMid_21_01	0.966697189	0.031391944	0.998089133	0.001855568	0.0000553
CodyMid_21_02	0.955085487	0.041684209	0.996769697	0.003230303	0
CodyMid_21_03	0.967453716	0.028959903	0.996413619	0.00185668	0.001729701
CodyMid_21_04	0.953275139	0.034672676	0.987947815	0.006532565	0.00551962
CodyMid_21_05	0.96777042	0.029360213	0.997130633	0.002649436	0.000219931
CodyMid_21_07	0.962009664	0.036090656	0.99810032	0.00185588	0.0000438
CodyMid_21_08	0.960832687	0.034710469	0.995543156	0.002671517	0.001785326
CodyMid_21_09	0.949464013	0.04387784	0.993341853	0.006469477	0.000188671
CodyMid_21_10	0.961527935	0.033454692	0.994982627	0.003234299	0.001783074
CodyMid_21_11	0.962243604	0.035899988	0.998143592	0.001856408	0
CR2	0.232337453	0.7672649	0.999602352	0.000397648	0
CR_NA_01	0.211134351	0.788865286	0.999999637	0.000000363	0
CR_NA_02	0.224238689	0.77543016	0.999668849	0.000331151	0
Crooked_16_13	0	0	0	0	1
Crooked_16_42	0	0	0	0	1
D107_14_05	0.000969579	0.996330728	0.997300307	0.002699693	0
D107_14_06	8.27455E-08	0.99591169	0.995911773	0.004088227	0
D107_14_07	0.000274146	0.997234264	0.99750841	0.00249159	0
D107_14_08	0.00093648	0.995348314	0.996284794	0.003715206	0
D107_14_09	0.000512034	0.996011452	0.996523486	0.003476514	0
D107_14_11	2.73058E-08	0.995952318	0.995952345	0.004047655	0
D107_14_16	0.000817671	0.997149605	0.997967276	0.002032724	0
D107_14_17	0.000802056	0.995581689	0.996383745	0.003616255	0
D107_14_18	6.85332E-05	0.995901844	0.995970377	0.004029623	0
D107_14_19	3.47526E-05	0.997453567	0.997488319	0.002511681	0
D107_14_21	9.08319E-08	0.995539936	0.995540027	0.004456922	0.00000305
D107_14_22	1.2016E-07	0.996056922	0.996057043	0.003942957	0
D107_14_24	4.69826E-05	0.996093198	0.99614018	0.00385982	0
D126_14_02	0.001078195	0.995136787	0.996214982	0.003785018	0
D126_14_04	0.000223356	0.995603764	0.99582712	0.00417288	0
D126_14_09	0.000519553	0.995505572	0.996025125	0.003974875	0
D129_14_01	0.000468103	0.994749178	0.995217281	0.004782719	0
D129_14_02	0.000208368	0.99610707	0.996315438	0.003684562	0
Dam_11_03	0.232380547	0.7593154	0.991695947	0.008304053	0
Dam_11_04	0.730551661	0.258421229	0.98897289	0.00874186	0.00228525
Dam_11_05	0.69370988	0.303095467	0.996805346	0.002550425	0.000644228
Dam_11_06	0.751463831	0.239413496	0.990877327	0.00789153	0.001231143
Dam_11_07	0.737047202	0.257258299	0.9943055	0.0056945	0
Dam_11_09	0.719298746	0.273546729	0.992845475	0.00603327	0.001121255
Dam_11_10	0.799946406	0.189999866	0.989946272	0.005482029	0.004571699
Dam_11_11	0.69449882	0.30348921	0.997988029	0.002011971	0
Dam_11_12	0.778465633	0.214615956	0.993081589	0.005586852	0.001331559
Dam_11_13	0.720960785	0.278710503	0.999671288	0.000286531	0.0000422
Dam_11_14	0.531821562	0.454225452	0.986047014	0.013952986	0
Dam_11_15	0.689020341	0.304060345	0.993080686	0.006919314	0
Dam_11_16	0.296543377	0.500847158	0.797390534	0.202609466	0
Dam_11_17	0.779263344	0.204658934	0.983922277	0.000869758	0.015207965
Dam_11_19	0.614892979	0.382764975	0.997657954	0.002342046	0
Dam_11_20	0.782668338	0.214199562	0.996867901	0.001086957	0.002045142
Dam_11_21	0.72842205	0.260209669	0.988631719	0.003014693	0.008353589
Dam_11_22	0.733380068	0.2566625	0.990042568	0.009957354	7.81E-08
Dam_11_23	0.663600796	0.335042775	0.998643571	0.001356429	0
Dam_11_24	0.701687631	0.295508374	0.997196005	0.002803995	0
Dam_11_25	0.752699754	0.243341792	0.996041546	0.003958454	0
Dam_11_26	0.653183581	0.335096133	0.988279715	0.011535554	0.000184731
Dam_11_27	0.706921827	0.289056115	0.995977943	0.004022057	0
Dam_11_28	0.71246756	0.274035466	0.986503026	0.013496974	0
Dam_11_29	0.670637923	0.326964139	0.997602062	0.002397938	0
DeathC_04_284	0	0	0	0	1
Deep_20_07	0.000245343	0	0.000245343	0.999754657	0
DocUWH06_22_03	0.002887034	0.992570067	0.995457101	0.004542899	0
DocUWH06_22_05	0.00035248	0.997076437	0.997428917	0.002571083	0
DocUWH06_22_06	0.003258043	0.994233201	0.997491244	0.002508756	0
DocUWH10_22_36	0.000171936	0.996893749	0.997065685	0.002934315	0
DocUWH10_22_37	0.000309132	0.996923806	0.997232938	0.002767062	0
DocW84_12_01	0.001115821	0.993734417	0.994850237	0.005149763	0
DocW84_12_02	0.003962031	0.992433715	0.996395746	0.003604254	0
DocW84_12_03	0.001428745	0.995320077	0.996748822	0.003251178	0
DocW84_12_04	0.002726995	0.992695052	0.995422047	0.004577953	0
Dunn_11_003	0.698667745	0.297346585	0.996014329	0.003985671	0
Dunn_11_004	0.734992226	0.258089214	0.99308144	0.006711003	0.000207557
Dunn_11_006	0.71463196	0.275912233	0.990544192	0.009455808	0
Dunn_11_009	0.712256152	0.282589253	0.994845405	0.005154595	0
Dunn_11_011	0.694122271	0.297634417	0.991756688	0.007973119	0.000270192
Dunn_11_012	0.709581977	0.286675885	0.996257863	0.003742137	0
Dunn_11_013	0.488068199	0.240049267	0.728117466	0.271237369	0.000645165
Dunn_11_016	0.715740888	0.280953377	0.996694265	0.003305735	0
Dunn_11_022	0.65175985	0.339610605	0.991370455	0.008273724	0.000355821
Dunn_11_025	0.686406076	0.308195118	0.994601194	0.005398806	0
Dunn_11_026	0.682100202	0.309272194	0.991372396	0.008627604	0
Dunn_11_027	0.685030826	0.303168988	0.988199813	0.011800187	0
Dunn_11_028	0.564455575	0.309749902	0.874205477	0.125794523	0
Dunn_11_029	0.709665776	0.279998458	0.989664234	0.010254807	0.000081
Dunn_11_030	0.683975669	0.310637318	0.994612986	0.005244793	0.000142221
Dunn_11_031	0.500446291	0.265016702	0.765462993	0.234537007	0
Dunn_11_032	0.68082943	0.308351987	0.989181417	0.010818555	2.79E-08
EC1_21_04	0.000323349	0.9978889	0.998212249	0.001787751	0
EC1_21_39	0	0.997314631	0.997314631	0.002685369	0
EC1_21_40	2.60233E-06	0.996436374	0.996438977	0.003561023	0
EC1_21_41	0.000178917	0.997831124	0.998010041	0.001989959	0
EC1_21_50	2.40141E-05	0.996462898	0.996486912	0.003513088	0
EC1_21_51	0	0.997868966	0.997868966	0.002131034	0
EC1_21_52	4.20067E-05	0.997467487	0.997509493	0.002490507	0
EC1_21_53	0.000222942	0.996954476	0.997177418	0.002822582	0
EC1_21_65	1.82765E-05	0.997376005	0.997394282	0.002605718	0
EC1_21_88	0	0.997601954	0.997601954	0.002398046	0
EC2_21_05	1.71462E-06	0.997251078	0.997252792	0.002747208	0
EC2_21_25	0.000727505	0.996537125	0.99726463	0.00273537	0
EC2_21_27	0	0.996581727	0.996581727	0.003418273	0
EC2_21_35	3.13706E-08	0.996756488	0.99675652	0.00324348	0
EForkYaak_20_001	0.000890775	0.996396745	0.997287521	0.002712479	0
EForkYaak_20_002	0.000643406	0.996965881	0.997609286	0.002390714	0
EForkYaak_20_003	0.000149122	0.99607029	0.996219412	0.003780588	0
EForkYaak_20_004	0.000199872	0.998264866	0.998464738	0.001535262	0
EForkYaak_20_005	0.001539959	0.99713367	0.99867363	0.00132637	0
EForkYaak_20_006	0.000550806	0.997671498	0.998222304	0.001777696	0
EForkYaak_20_007	0.000113569	0.997779253	0.997892822	0.002107178	0
EForkYaak_20_008	0.001280649	0.80669783	0.807978479	0.192021521	0
EForkYaak_20_009	0.000342087	0.990996601	0.991338687	0.008661313	0
EForkYaak_20_010	9.97266E-05	0.997847525	0.997947251	0.002052749	0
EForkYaak_20_011	0.001638513	0.854759564	0.856398077	0.143601923	0
EForkYaak_20_012	1.90514E-07	0.992642733	0.992642923	0.007357077	0
EForkYaak_20_013	0.000166581	0.997719232	0.997885813	0.002114187	0
EForkYaak_20_014	4.02955E-05	0.998922559	0.998962855	0.001037145	0
EForkYaak_20_015	0.000911638	0.997536478	0.998448115	0.001551885	0
EForkYaak_20_016	1.00153E-05	0.998779006	0.998789021	0.001210979	0
EForkYaak_20_017	0.000128376	0.998800389	0.998928765	0.001071235	0
EForkYaak_20_018	0.000143261	0.999415435	0.999558697	0.000441303	0
EForkYaak_20_019	0.000645164	0.998288203	0.998933367	0.001066633	0
EForkYaak_20_020	0.00020615	0.989171899	0.989378049	0.010621951	0
EForkYaak_20_021	4.6837E-07	0.99772937	0.997729839	0.002270161	0
EForkYaak_20_022	0.000210881	0.996693137	0.996904018	0.003095982	0
EForkYaak_20_023	0.00020328	0.98952735	0.989730631	0.010269369	0
EForkYaak_20_024	0.000229473	0.98976954	0.989999014	0.010000986	0
EForkYaak_20_025	3.84711E-05	0.982518914	0.982557385	0.017442615	0
EForkYaak_20_026	4.62936E-07	0.99115757	0.991158033	0.008841967	0
EForkYaak_20_027	0.000522488	0.998067666	0.998590154	0.001409846	0
EForkYaak_20_028	0.00037107	0.926130376	0.926501446	0.073498554	0
EForkYaak_20_029	0	1	1	0	0
EForkYaak_20_030	0	0.999106101	0.999106101	0.000893899	0
EForkYaak_20_031	6.98288E-05	0.998324938	0.998394767	0.001605233	0
EForkYaak_20_032	2.13651E-05	0.997886658	0.997908023	0.002091977	0
EForkYaak_20_033	0.000477107	0.99818077	0.998657877	0.001342123	0
EForkYaak_20_034	0.000141772	0.98725653	0.987398302	0.012601698	0
EForkYaak_20_035	0.000409318	0.996347945	0.996757263	0.003242737	0
EForkYaak_20_036	0.000677946	0.995855432	0.996533379	0.003466621	0
EForkYaak_20_037	0.000438489	0.997273844	0.997712333	0.002287667	0
EForkYaak_20_038	9.16941E-05	0.997864024	0.997955718	0.002044282	0
EForkYaak_20_039	8.95505E-08	0.997890497	0.997890587	0.002109413	0
EForkYaak_20_040	0.000231355	0.996598643	0.996829997	0.003170003	0
EForkYaak_20_041	0	0.998547089	0.998547089	0.001452911	0
EForkYaak_20_042	0.001275434	0.904719641	0.905995075	0.094004925	0
EForkYaak_20_043	0	1	1	0	0
EForkYaak_20_044	0	0.986198869	0.986198869	0.013801131	0
EForkYaak_20_045	0.000361709	0.996479501	0.99684121	0.00315879	0
EForkYaak_20_046	0.000111075	0.99727588	0.997386955	0.002613045	0
EForkYaak_20_047	0.000833934	0.99705407	0.997888004	0.002111996	0
EForkYaak_20_048	0.001015786	0.998030675	0.999046461	0.000953539	0
EForkYaak_20_049	1.99569E-05	0.99815958	0.998179537	0.001820463	0
EForkYaak_20_050	9.58872E-05	0.835787619	0.835883506	0.164116494	0
EForkYaak_20_051	0.000735536	0.997570609	0.998306145	0.001693855	0
EForkYaak_20_052	3.22332E-05	0.999244974	0.999277207	0.000722793	0
EForkYaak_20_053	0.000197796	0.980265246	0.980463042	0.019536958	0
EForkYaak_20_054	0	0.997889605	0.997889605	0.002110395	0
EForkYaak_20_055	1.70746E-05	0.979322503	0.979339577	0.020660423	0
EForkYaak_20_056	1.12323E-05	0.995550392	0.995561624	0.004438376	0
EForkYaak_20_057	0.000845781	0.994537616	0.995383397	0.004616603	0
EForkYaak_20_058	0.000633137	0.99838558	0.999018717	0.000981283	0
EForkYaak_20_059	8.80888E-06	0.999333636	0.999342445	0.000657555	0
EForkYaak_20_060	8.5872E-06	0.870623998	0.870632585	0.129367415	0
EForkYaak_20_061	0	0.998383462	0.998383462	0.001616538	0
EForkYaak_20_062	9.14884E-07	0.995830978	0.995831893	0.004168107	0
EForkYaak_20_063	1.24424E-05	0.991650399	0.991662842	0.008337158	0
EForkYaak_20_064	1.79844E-06	0.998425714	0.998427513	0.001572487	0
EForkYaak_20_065	0.001470003	0.832361628	0.833831632	0.166168368	0
EForkYaak_20_066	0.000929122	0.987505508	0.98843463	0.01156537	0
EForkYaak_20_067	0.000199095	0.998868162	0.999067257	0.000932743	0
EForkYaak_20_068	1.83469E-07	0.997920342	0.997920525	0.002079475	0
EForkYaak_20_069	0.001033089	0.786467739	0.787500829	0.212499171	0
EForkYaak_20_070	0.000321649	0.99687591	0.99719756	0.00280244	0
EForkYaak_20_071	0	0.998836182	0.998836182	0.001163818	0
EForkYaak_20_072	0.000309902	0.989384019	0.989693921	0.010306079	0
EForkYaak_20_073	2.12312E-05	0.997937705	0.997958936	0.002041064	0
EForkYaak_20_074	0.001334218	0.996257498	0.997591716	0.002408284	0
EForkYaak_20_075	0.00010689	0.997455851	0.997562741	0.002437259	0
EForkYaak_20_076	4.05076E-05	0.998105258	0.998145765	0.001854235	0
EForkYaak_20_077	3.42125E-05	0.997594919	0.997629132	0.002370868	0
EForkYaak_20_078	3.61526E-06	0.998157994	0.998161609	0.001838391	0
EForkYaak_20_079	0.000238447	0.998022981	0.998261428	0.001738572	0
EForkYaak_20_080	0.001378028	0.998167777	0.999545806	0.000454194	0
EForkYaak_20_081	0.000693639	0.998035824	0.998729463	0.001270537	0
EForkYaak_20_082	0.000111629	0.996605874	0.996717504	0.003282496	0
EForkYaak_20_083	0.001457046	0.994994439	0.996451485	0.003548515	0
EForkYaak_20_084	0.000283697	0.995849261	0.996132958	0.003867042	0
EForkYaak_20_085	8.52217E-05	0.997067904	0.997153126	0.002846874	0
EForkYaak_20_086	0.000285754	0.997452581	0.997738336	0.002261664	0
EForkYaak_20_087	4.38546E-06	0.97552768	0.975532065	0.024467935	0
EForkYaak_20_088	0.000960226	0.996600434	0.997560661	0.002439339	0
EForkYaak_20_089	0.000255493	0.998025704	0.998281196	0.001718804	0
EForkYaak_20_090	5.78638E-05	0.997125075	0.997182939	0.002817061	0
EForkYaak_20_091	0.000216118	0.997001379	0.997217497	0.002782503	0
EForkYaak_20_092	0	0.821033632	0.821033632	0.178966368	0
EForkYaak_20_093	9.33359E-05	0.999031532	0.999124867	0.000875133	0
EForkYaak_20_094	0.000391619	0.997329636	0.997721255	0.002278745	0
EForkYaak_20_095	0.000320564	0.831419791	0.831740355	0.168259645	0
EForkYaak_20_096	0.000837162	0.998073562	0.998910724	0.001089276	0
EForkYaak_20_097	0.000266326	0.998370517	0.998636843	0.001363157	0
EForkYaak_20_098	4.07627E-05	0.997630424	0.997671187	0.002328813	0
EForkYaak_20_099	0.00016503	0.99667083	0.996835861	0.003164139	0
EForkYaak_20_100	0.000746775	0.993427635	0.994174409	0.005825591	0
EForkYaak_20_101	0.000746799	0.987432209	0.988179009	0.011820991	0
EFYaak17_275_09	9.46612E-06	0.997895402	0.997904868	0.002095132	0
EFYaak17_275_10	0.000816015	0.997472135	0.99828815	0.00171185	0
EFYaak17_275_11	0.00032348	0.997865828	0.998189308	0.001810692	0
EFYaak17_275_13	7.68487E-07	0.997277632	0.9972784	0.0027216	0
EFYaak_17_275	0.000423801	0.996699101	0.997122902	0.002877098	0
EFYaak_20_085	0.000106666	0.997309086	0.997415752	0.002584248	0
EFYaak_21_001	0.00016652	0.913895526	0.914062046	0.085937954	0
EFYaak_21_002	0.000516811	0.997510431	0.998027242	0.001972758	0
EFYaak_21_003	0.000209672	0.99471117	0.994920841	0.005079159	0
EFYaak_21_004	0.000153797	0.998344084	0.998497881	0.001502119	0
EFYaak_21_005	0.000337828	0.996826029	0.997163858	0.002836142	0
EFYaak_21_006	0.001120648	0.991121797	0.992242445	0.007757555	0
EFYaak_21_007	0	0.997757923	0.997757923	0.002242077	0
EFYaak_21_008	0.001335558	0.994943204	0.996278762	0.003721238	0
EFYaak_21_009	0.000579118	0.888917203	0.889496322	0.110503678	0
EFYaak_21_010	0.000364614	0.996926975	0.99729159	0.00270841	0
EFYaak_21_011	0.000167614	0.998386665	0.998554279	0.001445721	0
EFYaak_21_012	0.000410465	0.985541699	0.985952163	0.014047837	0
EFYaak_21_013	3.44971E-05	0.996968671	0.997003169	0.002996831	0
EFYaak_21_014	0.000114081	0.998805775	0.998919857	0.001080143	0
EFYaak_21_015	0	0.99761652	0.99761652	0.00238348	0
EFYaak_21_016	0.00023671	0.998429143	0.998665854	0.001334146	0
EFYaak_21_017	0.000147788	0.998291872	0.99843966	0.00156034	0
EFYaak_21_018	0.000219766	0.986845105	0.987064871	0.012935129	0
EFYaak_21_019	7.75411E-05	0.981683649	0.98176119	0.01823881	0
EFYaak_21_020	0.000619686	0.998278827	0.998898513	0.001101487	0
EFYaak_21_021	0.000273704	0.997304177	0.997577881	0.002422119	0
EFYaak_21_022	0.000367825	0.99788949	0.998257315	0.001742685	0
EFYaak_21_023	0.000192256	0.997326219	0.997518476	0.002481524	0
EFYaak_21_024	6.76441E-06	0.998753995	0.99876076	0.00123924	0
EFYaak_21_025	0.000278133	0.996835996	0.997114129	0.002885871	0
EFYaak_21_026	0.000587311	0.996426082	0.997013394	0.002986606	0
EFYaak_21_027	0.000540592	0.997543785	0.998084378	0.001915622	0
EFYaak_21_028	0.000156794	0.998184958	0.998341753	0.001658247	0
EFYaak_21_029	0.000975259	0.997307062	0.998282322	0.001717678	0
EFYaak_21_030	5.93946E-08	0.99775418	0.99775424	0.00224576	0
EFYaak_21_031	0.000246406	0.920768837	0.921015243	0.078984757	0
EFYaak_21_032	0.000291877	0.998019634	0.99831151	0.00168849	0
EFYaak_21_033	0.000456047	0.9939739	0.994429947	0.005570053	0
EFYaak_21_034	0.001353952	0.994422103	0.995776055	0.004223945	0
EFYaak_21_035	0.000210167	0.997638086	0.997848253	0.002151747	0
EFYaak_21_036	0.000755754	0.996735382	0.997491137	0.002508863	0
EFYaak_21_037	0.001060039	0.996390083	0.997450122	0.002549878	0
EFYaak_21_038	5.67937E-07	0.993023454	0.993024022	0.006975978	0
EFYaak_21_039	0.000387882	0.987573373	0.987961255	0.012038745	0
EFYaak_21_040	4.63224E-05	0.99823044	0.998276763	0.001723237	0
EFYaak_21_041	1.91775E-05	0.997981583	0.998000761	0.001999239	0
EFYaak_21_042	0.000569343	0.971918962	0.972488305	0.027511695	0
EFYaak_21_043	0.000674214	0.996187607	0.996861821	0.003138179	0
EFYaak_21_044	0	0.997951433	0.997951433	0.002048567	0
EFYaak_21_045	0.000106249	0.997540541	0.99764679	0.00235321	0
EFYaak_21_046	0.000451849	0.99787229	0.998324139	0.001675861	0
EFYaak_21_047	7.59117E-05	0.998330342	0.998406254	0.001593746	0
EFYaak_21_048	4.97649E-05	0.998270269	0.998320034	0.001679966	0
EFYaak_21_049	7.97453E-05	0.998597473	0.998677219	0.001322781	0
EFYaak_21_050	0.000412026	0.994972952	0.995384978	0.004615022	0
EFYaak_21_051	0.000101002	0.982852934	0.982953936	0.017046064	0
EFYaak_21_052	5.93076E-07	0.991915746	0.991916339	0.008083661	0
EFYaak_21_053	0.001567914	0.994795739	0.996363653	0.003636347	0
EFYaak_21_054_1	0	1	1	0	0
EFYaak_21_055	2.04286E-06	0.989489563	0.989491606	0.010508394	0
EFYaak_21_056	0.000342287	0.995157831	0.995500117	0.004499883	0
EFYaak_21_057	0.000754784	0.996815394	0.997570178	0.002429822	0
EFYaak_21_058	0.000520027	0.989672578	0.990192605	0.009807395	0
EFYaak_21_059	0.000304378	0.957871904	0.958176282	0.041823718	0
EFYaak_21_060	0.001334915	0.997475632	0.998810547	0.001189453	0
EFYaak_21_061	0.000754995	0.99180013	0.992555125	0.007444875	0
EFYaak_21_062	0.000393577	0.996538767	0.996932344	0.003067656	0
EFYaak_21_063	0	0.997684961	0.997684961	0.002315039	0
EFYaak_21_064	0.000234621	0.998136773	0.998371394	0.001628606	0
EFYaak_21_065	3.48284E-07	0.99446375	0.994464099	0.005535901	0
EFYaak_21_066	0.000174333	0.999256315	0.999430648	0.000569352	0
EFYaak_21_067	0	0.964135384	0.964135384	0.035864616	0
EFYaak_21_068	0	0.99826402	0.99826402	0.00173598	0
EFYaak_21_070	8.18066E-05	0.995659469	0.995741275	0.004258725	0
EFYaak_21_071	0.000116988	0.994509401	0.994626388	0.005373612	0
EFYaak_21_072	9.34315E-05	0.997744894	0.997838326	0.002161674	0
EFYaak_21_073	3.58651E-06	0.997806142	0.997809729	0.002190271	0
EFYaak_21_075	0.00231517	0.996132481	0.998447651	0.001552349	0
EFYaak_21_076	5.99147E-08	0.997910856	0.997910916	0.002089084	0
EFYaak_21_077	0.000452851	0.998130252	0.998583103	0.001416897	0
EFYaak_21_078	0.000149487	0.998003889	0.998153377	0.001846623	0
EFYaak_21_079	0.001151783	0.997949226	0.999101009	0.000898991	0
EFYaak_21_080	0.000642046	0.997822637	0.998464683	0.001535317	0
EFYaak_21_081	0.000104189	0.998662592	0.998766781	0.001233219	0
EFYaak_21_082	0.000593454	0.99594396	0.996537414	0.003462586	0
EFYaak_21_083	0.00017056	0.990732843	0.990903403	0.009096597	0
EFYaak_21_084	0.000227212	0.996182472	0.996409684	0.003590316	0
EFYaak_21_085	7.35697E-06	0.991791926	0.991799283	0.008200717	0
EFYaak_21_086	0.000779617	0.997772292	0.99855191	0.00144809	0
